Time	MsgType	Sender	Target	ClOrdID	Side	Exchange	Symbol	Account	OrderQty	Price	OrdStatus	ExecID	AvgPx	CumQty	LeavesQty	LastPx	LastQty
15:40:44	8	KSFMQ	CYHFMQ	yh150	1	sfe	al1110	4009	1	278.1000	2	1-yh150	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh151	1	sfe	al1110	4009	1	278.1000	2	1-yh151	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh152	1	sfe	al1110	4009	1	278.1000	2	1-yh152	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh153	1	sfe	al1110	4009	1	278.1000	2	1-yh153	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh154	1	sfe	al1110	4009	1	278.1000	2	1-yh154	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh155	1	sfe	al1110	4009	1	278.1000	2	1-yh155	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh156	1	sfe	al1110	4009	1	278.1000	2	1-yh156	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh157	1	sfe	al1110	4009	1	278.1000	2	1-yh157	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh158	1	sfe	al1110	4009	1	278.1000	2	1-yh158	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh159	1	sfe	al1110	4009	1	278.1000	2	1-yh159	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh160	1	sfe	al1110	4009	1	278.1000	2	1-yh160	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh161	1	sfe	al1110	4009	1	278.1000	2	1-yh161	278.1000	1	0	278.1000	1
15:40:44	8	KSFMQ	CYHFMQ	yh162	1	sfe	al1110	4009	1	278.1000	2	1-yh162	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh163	1	sfe	al1110	4009	1	278.1000	2	1-yh163	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh164	1	sfe	al1110	4009	1	278.1000	2	1-yh164	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh165	1	sfe	al1110	4009	1	278.1000	2	1-yh165	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh166	1	sfe	al1110	4009	1	278.1000	2	1-yh166	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh167	1	sfe	al1110	4009	1	278.1000	2	1-yh167	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh168	1	sfe	al1110	4009	1	278.1000	2	1-yh168	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh169	1	sfe	al1110	4009	1	278.1000	2	1-yh169	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh170	1	sfe	al1110	4009	1	278.1000	2	1-yh170	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh171	1	sfe	al1110	4009	1	278.1000	2	1-yh171	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh172	1	sfe	al1110	4009	1	278.1000	2	1-yh172	278.1000	1	0	278.1000	1
15:40:45	8	KSFMQ	CYHFMQ	yh173	1	sfe	al1110	4009	1	278.1000	2	1-yh173	278.1000	1	0	278.1000	1
